0 187.082646 18.366506 6.397637
1 13.008575 5.565396 6.397637
2 10.068444 5.753495 6.397637
3 2.128356 6.261473 6.397637
4 2.507750 6.558074 6.397637
5 18.101107 5.239594 6.397637
6 9.928663 5.762437 6.397637
7 7.424502 5.922644 6.397637
8 0.843105 6.451576 6.397637
9 5.876266 6.021695 6.397637
10 14.590184 7.331064 6.397637
11 3.226308 6.191230 6.397637
12 7.780793 6.895424 6.397637
13 2.749229 6.221751 6.397637
14 7.108149 5.942883 6.397637
15 3.568266 6.625922 6.397637
16 6.617552 5.974270 6.397637
17 0.937923 6.457642 6.397637
18 0.859480 6.342651 6.397637
19 4.841994 6.707410 6.397637
20 2.058091 6.529306 6.397637
21 2.067842 6.265344 6.397637
22 0.484972 6.366610 6.397637
23 1.271323 6.316302 6.397637
24 4.088649 6.659214 6.397637
25 3.586308 6.627076 6.397637
26 3.189526 6.193583 6.397637
27 2.691127 6.569806 6.397637
28 1.110689 6.326579 6.397637
29 5.129458 6.725801 6.397637
30 1.911311 6.275358 6.397637
31 1.297201 6.480627 6.397637
32 1.748042 6.509470 6.397637
33 0.866160 6.453051 6.397637
34 6.382382 5.989315 6.397637
35 3.079327 6.594641 6.397637
36 4.409602 6.115527 6.397637
37 0.756089 6.349265 6.397637
38 3.362178 6.612737 6.397637
39 1.630042 6.293353 6.397637
40 0.526530 6.363952 6.397637
41 4.028947 6.655394 6.397637
42 2.610600 6.564654 6.397637
43 0.517858 6.430768 6.397637
44 2.238773 6.254408 6.397637
45 6.273989 5.996250 6.397637
46 3.285738 6.607847 6.397637
47 5.179401 6.066278 6.397637
48 4.289338 6.672053 6.397637
49 0.375904 6.421686 6.397637
50 4.585273 6.104288 6.397637
51 1.308763 6.481367 6.397637
52 2.528761 6.559418 6.397637
53 3.451639 6.618460 6.397637
54 3.028485 6.591389 6.397637
55 1.129079 6.325403 6.397637
56 3.509229 6.622145 6.397637
57 3.114547 6.596894 6.397637
58 0.172225 6.386619 6.397637
59 4.270725 6.670863 6.397637
60 5.384510 6.742118 6.397637
61 0.724080 6.443961 6.397637
62 0.730801 6.350883 6.397637
63 2.014351 6.526508 6.397637
64 3.980651 6.142969 6.397637
65 1.523327 6.495094 6.397637
66 0.753328 6.349442 6.397637
67 1.285586 6.479884 6.397637
68 0.679236 6.441092 6.397637
69 0.161312 6.407957 6.397637
70 0.651315 6.439306 6.397637
71 0.811154 6.345742 6.397637
72 0.790173 6.448189 6.397637
73 1.110065 6.326619 6.397637
74 0.438224 6.369601 6.397637
75 0.496846 6.429423 6.397637
76 2.981730 6.588397 6.397637
77 3.269520 6.188465 6.397637
78 5.241596 6.732975 6.397637
79 0.281055 6.415618 6.397637
80 1.129321 6.469887 6.397637
81 0.816308 6.345413 6.397637
82 1.374726 6.309687 6.397637
83 0.812396 6.345663 6.397637
84 1.416281 6.307029 6.397637
85 0.278613 6.415462 6.397637
86 0.722618 6.351407 6.397637
87 0.118748 6.390040 6.397637
88 0.729846 6.350944 6.397637
89 1.720206 6.507690 6.397637
90 1.300872 6.314412 6.397637
91 1.368859 6.310062 6.397637
92 2.804752 6.577075 6.397637
93 3.315519 6.609752 6.397637
94 1.554485 6.497087 6.397637
95 3.111523 6.596701 6.397637
96 0.639264 6.438535 6.397637
97 0.186498 6.409569 6.397637
98 3.383997 6.181141 6.397637
99 2.294555 6.250840 6.397637
